,Comments_youtube,Label,COMMENTS_YOUTUBE,TOKENIZATION,STOP_REMOVAL,STEMMING
494,iya bnr pak nadiem bnr bagi pelajar yg sdh di vaksin boleh bljr tatap muka bagi yg blm di vaksin pun bisa ptm krn kekhawatiran dampak mental pada anak sdh sangat di khwtrkan krn ortu blm tentu bs mengikuti cara cara guru mengajar bnyk faktor yg dikhwtrkan ,negatif,iya bnr pak nadiem bnr bagi pelajar yg sdh di vaksin boleh bljr tatap muka bagi yg blm di vaksin pun bisa ptm krn kekhawatiran dampak mental pada anak sdh sangat di khwtrkan krn ortu blm tentu bs mengikuti cara cara guru mengajar bnyk faktor yg dikhwtrkan ,"['iya', 'bnr', 'pak', 'nadiem', 'bnr', 'bagi', 'pelajar', 'yg', 'sdh', 'di', 'vaksin', 'boleh', 'bljr', 'tatap', 'muka', 'bagi', 'yg', 'blm', 'di', 'vaksin', 'pun', 'bisa', 'ptm', 'krn', 'kekhawatiran', 'dampak', 'mental', 'pada', 'anak', 'sdh', 'sangat', 'di', 'khwtrkan', 'krn', 'ortu', 'blm', 'tentu', 'bs', 'mengikuti', 'cara', 'cara', 'guru', 'mengajar', 'bnyk', 'faktor', 'yg', 'dikhwtrkan', '']",iya bnr nadiem bnr pelajar yg sdh vaksin bljr tatap muka yg blm vaksin ptm krn kekhawatiran dampak mental anak sdh khwtrkan krn ortu blm bs mengikuti guru mengajar bnyk faktor yg dikhwtrkan ,iya bnr nadiem bnr ajar yg sdh vaksin bljr tatap muka yg blm vaksin ptm krn khawatir dampak mental anak sdh khwtrkan krn ortu blm bs ikut guru ajar bnyk faktor yg dikhwtrkan
495,weeee enakan daring enakan daring absen ngerjain tugas selesai terus malem nya open market,negatif,weeee enakan daring enakan daring absen ngerjain tugas selesai terus malem nya open market,"['weeee', 'enakan', 'daring', 'enakan', 'daring', 'absen', 'ngerjain', 'tugas', 'selesai', 'terus', 'malem', 'nya', 'open', 'market']",weeee enakan daring enakan daring absen ngerjain tugas selesai malem nya open market,weeee enak daring enak daring absen ngerjain tugas selesai malem nya open market
496,semoga bener ya gak ragu ragu lagi insyaallah aman klo kita yakin kita pasti bisa melewati pandemi ini,positif,semoga bener ya gak ragu ragu lagi insyaallah aman klo kita yakin kita pasti bisa melewati pandemi ini,"['semoga', 'bener', 'ya', 'gak', 'ragu', 'ragu', 'lagi', 'insyaallah', 'aman', 'klo', 'kita', 'yakin', 'kita', 'pasti', 'bisa', 'melewati', 'pandemi', 'ini']",semoga bener ya gak ragu ragu insyaallah aman klo melewati pandemi,moga bener ya gak ragu ragu insyaallah aman klo lewat pandemi
497,semoga kedepannya lebih baik sejatinya sekolah ya disekolah bukan dirumah,positif,semoga kedepannya lebih baik sejatinya sekolah ya disekolah bukan dirumah,"['semoga', 'kedepannya', 'lebih', 'baik', 'sejatinya', 'sekolah', 'ya', 'disekolah', 'bukan', 'dirumah']",semoga kedepannya sejatinya sekolah ya disekolah dirumah,moga depan sejati sekolah ya seko rumah
498,sekolah semangat banget,positif,sekolah semangat banget,"['sekolah', 'semangat', 'banget']",sekolah semangat banget,sekolah semangat banget
499,oke semoga sukses lancar amin,positif,oke semoga sukses lancar amin,"['oke', 'semoga', 'sukses', 'lancar', 'amin']",oke semoga sukses lancar amin,oke moga sukses lancar amin
500,kalo saya sebagai ibu rumah tangga sudah lama mengharapkan tatap muka anak2 saya pun sdh lama mau sekolah,positif,kalo saya sebagai ibu rumah tangga sudah lama mengharapkan tatap muka anak2 saya pun sdh lama mau sekolah,"['kalo', 'saya', 'sebagai', 'ibu', 'rumah', 'tangga', 'sudah', 'lama', 'mengharapkan', 'tatap', 'muka', 'anak2', 'saya', 'pun', 'sdh', 'lama', 'mau', 'sekolah']",kalo rumah tangga mengharapkan tatap muka anak2 sdh sekolah,kalo rumah tangga harap tatap muka anak2 sdh sekolah
501,mending daring,negatif,mending daring,"['mending', 'daring']",mending daring,mending daring
502,jangan memaksakan sekolah tatap muka klw belum aman,negatif,jangan memaksakan sekolah tatap muka klw belum aman,"['jangan', 'memaksakan', 'sekolah', 'tatap', 'muka', 'klw', 'belum', 'aman']",memaksakan sekolah tatap muka klw aman,paksa sekolah tatap muka klw aman
503,jujur saya lebih rajin belajar dari rumah saya rajin mengerjakan tugas rajin berpikir di bandingkan di sekolah yang kurang fokus karna jam yang terlalu padat dan kebanyakan anak anak sekolah ingin masuk sekolah karna hanya ingin berjumpa dengan teman teman nya dan mendapat uang jajan sekolah bukan karna belajar nya,negatif,jujur saya lebih rajin belajar dari rumah saya rajin mengerjakan tugas rajin berpikir di bandingkan di sekolah yang kurang fokus karna jam yang terlalu padat dan kebanyakan anak anak sekolah ingin masuk sekolah karna hanya ingin berjumpa dengan teman teman nya dan mendapat uang jajan sekolah bukan karna belajar nya,"['jujur', 'saya', 'lebih', 'rajin', 'belajar', 'dari', 'rumah', 'saya', 'rajin', 'mengerjakan', 'tugas', 'rajin', 'berpikir', 'di', 'bandingkan', 'di', 'sekolah', 'yang', 'kurang', 'fokus', 'karna', 'jam', 'yang', 'terlalu', 'padat', 'dan', 'kebanyakan', 'anak', 'anak', 'sekolah', 'ingin', 'masuk', 'sekolah', 'karna', 'hanya', 'ingin', 'berjumpa', 'dengan', 'teman', 'teman', 'nya', 'dan', 'mendapat', 'uang', 'jajan', 'sekolah', 'bukan', 'karna', 'belajar', 'nya']",jujur rajin belajar rumah rajin tugas rajin berpikir bandingkan sekolah fokus karna jam padat kebanyakan anak anak sekolah masuk sekolah karna berjumpa teman teman nya uang jajan sekolah karna belajar nya,jujur rajin ajar rumah rajin tugas rajin pikir banding sekolah fokus karna jam padat banyak anak anak sekolah masuk sekolah karna jumpa teman teman nya uang jajan sekolah karna ajar nya
504,alasan gw gk suka sekolah online sekarang murid baru pergaulan temen2 gw yg terlalu dewasa dahh gitu doang,negatif,alasan gw gk suka sekolah online sekarang murid baru pergaulan temen2 gw yg terlalu dewasa dahh gitu doang,"['alasan', 'gw', 'gk', 'suka', 'sekolah', 'online', 'sekarang', 'murid', 'baru', 'pergaulan', 'temen2', 'gw', 'yg', 'terlalu', 'dewasa', 'dahh', 'gitu', 'doang']",alasan gw gk suka sekolah online murid pergaulan temen2 gw yg dewasa dahh gitu doang,alas gw gk suka sekolah online murid gaul temen2 gw yg dewasa dahh gitu doang
505,alhamdulillah cepat srkolah to pak pak udah hampir 2thn,positif,alhamdulillah cepat srkolah to pak pak udah hampir 2thn,"['alhamdulillah', 'cepat', 'srkolah', 'to', 'pak', 'pak', 'udah', 'hampir', '2thn']",alhamdulillah cepat srkolah to udah 2thn,alhamdulillah cepat srkolah to udah 2thn
506,alhamdulillah smg keadaan nya juga sdh aman dr covid 19 krn sy merasa hawatir msh ada corona,positif,alhamdulillah smg keadaan nya juga sdh aman dr covid 19 krn sy merasa hawatir msh ada corona,"['alhamdulillah', 'smg', 'keadaan', 'nya', 'juga', 'sdh', 'aman', 'dr', 'covid', '19', 'krn', 'sy', 'merasa', 'hawatir', 'msh', 'ada', 'corona']",alhamdulillah smg nya sdh aman dr covid 19 krn sy hawatir msh corona,alhamdulillah smg nya sdh aman dr covid 19 krn sy hawatir msh corona
507,setuju klamaan mata ank sy jd lamur gegara liat hp trus ,positif,setuju klamaan mata ank sy jd lamur gegara liat hp trus ,"['setuju', 'klamaan', 'mata', 'ank', 'sy', 'jd', 'lamur', 'gegara', 'liat', 'hp', 'trus', '']",setuju klamaan mata ank sy jd lamur gegara liat hp trus ,tuju klamaan mata ank sy jd lamur gegara liat hp trus
508,ya allah semoga benar2 segera tatap muka gw stres 2 th ngajarin 2 anak cwo sekaligus kls 3 4 sd negeri lagi waktunya dibatasin mana gw sambil dagang depan rumah klo gak dagang gak makan jaman covid gini semoga ini berita benar ,positif,ya allah semoga benar2 segera tatap muka gw stres 2 th ngajarin 2 anak cwo sekaligus kls 3 4 sd negeri lagi waktunya dibatasin mana gw sambil dagang depan rumah klo gak dagang gak makan jaman covid gini semoga ini berita benar ,"['ya', 'allah', 'semoga', 'benar2', 'segera', 'tatap', 'muka', 'gw', 'stres', '2', 'th', 'ngajarin', '2', 'anak', 'cwo', 'sekaligus', 'kls', '3', '4', 'sd', 'negeri', 'lagi', 'waktunya', 'dibatasin', 'mana', 'gw', 'sambil', 'dagang', 'depan', 'rumah', 'klo', 'gak', 'dagang', 'gak', 'makan', 'jaman', 'covid', 'gini', 'semoga', 'ini', 'berita', 'benar', '']",ya allah semoga benar2 tatap muka gw stres 2 th ngajarin 2 anak cwo kls 3 4 sd negeri dibatasin gw dagang rumah klo gak dagang gak makan jaman covid gini semoga berita ,ya allah moga benar2 tatap muka gw stres 2 th ngajarin 2 anak cwo kls 3 4 sd negeri dibatasin gw dagang rumah klo gak dagang gak makan jaman covid gin moga berita
509,semoga segera dimulai sekolah tatap muka terlalu lama belajar dirumah,positif,semoga segera dimulai sekolah tatap muka terlalu lama belajar dirumah,"['semoga', 'segera', 'dimulai', 'sekolah', 'tatap', 'muka', 'terlalu', 'lama', 'belajar', 'dirumah']",semoga sekolah tatap muka belajar dirumah,moga sekolah tatap muka ajar rumah
510,jangan stm donk masih nyaman ni dengan kasur,negatif,jangan stm donk masih nyaman ni dengan kasur,"['jangan', 'stm', 'donk', 'masih', 'nyaman', 'ni', 'dengan', 'kasur']",stm donk nyaman ni kasur,stm donk nyaman ni kasur
511,alhamdulillah segera vaksin semua amiin,positif,alhamdulillah segera vaksin semua amiin,"['alhamdulillah', 'segera', 'vaksin', 'semua', 'amiin']",alhamdulillah vaksin amiin,alhamdulillah vaksin amiin
512,hore anak q bisa sekolah lagi ,positif,hore anak q bisa sekolah lagi ,"['hore', 'anak', 'q', 'bisa', 'sekolah', 'lagi', '']",hore anak q sekolah ,hore anak q sekolah
513,di subang jawa barat udah lama mulai tatap muka tiap hari saya berangkat kerja selalu liat anak2 pake seragam ke sekolah,positif,di subang jawa barat udah lama mulai tatap muka tiap hari saya berangkat kerja selalu liat anak2 pake seragam ke sekolah,"['di', 'subang', 'jawa', 'barat', 'udah', 'lama', 'mulai', 'tatap', 'muka', 'tiap', 'hari', 'saya', 'berangkat', 'kerja', 'selalu', 'liat', 'anak2', 'pake', 'seragam', 'ke', 'sekolah']",subang jawa barat udah tatap muka berangkat kerja liat anak2 pake seragam sekolah,subang jawa barat udah tatap muka berangkat kerja liat anak2 pake seragam sekolah
514,kalau sekolah ditutup kapan negara indonesia ku maju ,positif,kalau sekolah ditutup kapan negara indonesia ku maju ,"['kalau', 'sekolah', 'ditutup', 'kapan', 'negara', 'indonesia', 'ku', 'maju', '']",sekolah ditutup negara indonesia ku maju ,sekolah tutup negara indonesia ku maju
515,kalau belum aman jangan tatap muka dulu bahaya,positif,kalau belum aman jangan tatap muka dulu bahaya,"['kalau', 'belum', 'aman', 'jangan', 'tatap', 'muka', 'dulu', 'bahaya']",aman tatap muka bahaya,aman tatap muka bahaya
516,semoga tatap muka sekolahnya,positif,semoga tatap muka sekolahnya,"['semoga', 'tatap', 'muka', 'sekolahnya']",semoga tatap muka sekolahnya,moga tatap muka sekolah
517,sekolah harus tetap masuk generasi yang jadi penurus kita,positif,sekolah harus tetap masuk generasi yang jadi penurus kita,"['sekolah', 'harus', 'tetap', 'masuk', 'generasi', 'yang', 'jadi', 'penurus', 'kita']",sekolah masuk generasi penurus,sekolah masuk generasi turus
518,alhamdulillah masuk,positif,alhamdulillah masuk,"['alhamdulillah', 'masuk']",alhamdulillah masuk,alhamdulillah masuk
519,enakan sekolah tatap muka,positif,enakan sekolah tatap muka,"['enakan', 'sekolah', 'tatap', 'muka']",enakan sekolah tatap muka,enak sekolah tatap muka
520,bismillah kalau kita takut terus kapan kita tahu kalau indonesia sudah aman dari covid insya allah begitu anak sekolah masuk ng ada covid perekonomian pun kembali normal kasihan juga hampir 2 tahun anak 2 sklh online bukannya pintar tapi bikin malas dan yang lainnya ,positif,bismillah kalau kita takut terus kapan kita tahu kalau indonesia sudah aman dari covid insya allah begitu anak sekolah masuk ng ada covid perekonomian pun kembali normal kasihan juga hampir 2 tahun anak 2 sklh online bukannya pintar tapi bikin malas dan yang lainnya ,"['bismillah', 'kalau', 'kita', 'takut', 'terus', 'kapan', 'kita', 'tahu', 'kalau', 'indonesia', 'sudah', 'aman', 'dari', 'covid', 'insya', 'allah', 'begitu', 'anak', 'sekolah', 'masuk', 'ng', 'ada', 'covid', 'perekonomian', 'pun', 'kembali', 'normal', 'kasihan', 'juga', 'hampir', '2', 'tahun', 'anak', '2', 'sklh', 'online', 'bukannya', 'pintar', 'tapi', 'bikin', 'malas', 'dan', 'yang', 'lainnya', '']",bismillah takut indonesia aman covid insya allah anak sekolah masuk ng covid perekonomian normal kasihan 2 anak 2 sklh online pintar bikin malas ,bismillah takut indonesia aman covid insya allah anak sekolah masuk ng covid ekonomi normal kasihan 2 anak 2 sklh online pintar bikin malas
521,mending daring aja masih ngeri ngeri sedap ya ,negatif,mending daring aja masih ngeri ngeri sedap ya ,"['mending', 'daring', 'aja', 'masih', 'ngeri', 'ngeri', 'sedap', 'ya', '']",mending daring aja ngeri ngeri sedap ya ,mending daring aja ngeri ngeri sedap ya
522,mending sekolah daring aja pak,negatif,mending sekolah daring aja pak,"['mending', 'sekolah', 'daring', 'aja', 'pak']",mending sekolah daring aja,mending sekolah daring aja
523,alhamdulillah kalau bener,positif,alhamdulillah kalau bener,"['alhamdulillah', 'kalau', 'bener']",alhamdulillah bener,alhamdulillah bener
524,wes sekarepmu gw pilih pjj ,negatif,wes sekarepmu gw pilih pjj ,"['wes', 'sekarepmu', 'gw', 'pilih', 'pjj', '']",wes sekarepmu gw pilih pjj ,wes sekarepmu gw pilih pjj
525,bismillah yok bsa september sekolah tatap muka ,positif,bismillah yok bsa september sekolah tatap muka ,"['bismillah', 'yok', 'bsa', 'september', 'sekolah', 'tatap', 'muka', '']",bismillah yok bsa september sekolah tatap muka ,bismillah yok bsa september sekolah tatap muka
526,bener nih beritanya ya semoga terjadi,positif,bener nih beritanya ya semoga terjadi,"['bener', 'nih', 'beritanya', 'ya', 'semoga', 'terjadi']",bener nih beritanya ya semoga,bener nih berita ya moga
527,sekolah tatap muka sama sekolah onlain sama aj anak anak pada susah di atur malah parahan sekolah onlain pada memanfaatkan waktu luang buat pada cari uang,positif,sekolah tatap muka sama sekolah onlain sama aj anak anak pada susah di atur malah parahan sekolah onlain pada memanfaatkan waktu luang buat pada cari uang,"['sekolah', 'tatap', 'muka', 'sama', 'sekolah', 'onlain', 'sama', 'aj', 'anak', 'anak', 'pada', 'susah', 'di', 'atur', 'malah', 'parahan', 'sekolah', 'onlain', 'pada', 'memanfaatkan', 'waktu', 'luang', 'buat', 'pada', 'cari', 'uang']",sekolah tatap muka sekolah onlain aj anak anak susah atur parahan sekolah onlain memanfaatkan luang cari uang,sekolah tatap muka sekolah onlain aj anak anak susah atur parah sekolah onlain manfaat luang cari uang
528,gak kok mas tatap muka beda jauh banget sama online buktinya saya kalo online malah pelajaran sama sekali gak masuk otak dan kalo tatap muka langsung paham tuh pelajarannya,positif,gak kok mas tatap muka beda jauh banget sama online buktinya saya kalo online malah pelajaran sama sekali gak masuk otak dan kalo tatap muka langsung paham tuh pelajarannya,"['gak', 'kok', 'mas', 'tatap', 'muka', 'beda', 'jauh', 'banget', 'sama', 'online', 'buktinya', 'saya', 'kalo', 'online', 'malah', 'pelajaran', 'sama', 'sekali', 'gak', 'masuk', 'otak', 'dan', 'kalo', 'tatap', 'muka', 'langsung', 'paham', 'tuh', 'pelajarannya']",gak mas tatap muka beda banget online buktinya kalo online pelajaran gak masuk otak kalo tatap muka langsung paham tuh pelajarannya,gak mas tatap muka beda banget online bukti kalo online ajar gak masuk otak kalo tatap muka langsung paham tuh ajar
529,yakin guru2 yg sdh di vaksin gak bisa kena covid apa kbr nya anak2 yg d bawah 12 thn yg belum bisa di vaksin yakin guru2 yg sdh di vaksin gak menularkan ke anak2 yg belum di vaksin tolong di pikirkan baik2 jangan mengorbankan anak2 yg belum bksa di vaksin yakin anak2 pada pake mau mengikuti protokol kesehatan sll mungkin awal2 aja berikut nya anak2 pada bandel yakin anak2 di lapangan sklh gak berkerumun ama tmn2 nya ,negatif,yakin guru2 yg sdh di vaksin gak bisa kena covid apa kbr nya anak2 yg d bawah 12 thn yg belum bisa di vaksin yakin guru2 yg sdh di vaksin gak menularkan ke anak2 yg belum di vaksin tolong di pikirkan baik2 jangan mengorbankan anak2 yg belum bksa di vaksin yakin anak2 pada pake mau mengikuti protokol kesehatan sll mungkin awal2 aja berikut nya anak2 pada bandel yakin anak2 di lapangan sklh gak berkerumun ama tmn2 nya ,"['yakin', 'guru2', 'yg', 'sdh', 'di', 'vaksin', 'gak', 'bisa', 'kena', 'covid', 'apa', 'kbr', 'nya', 'anak2', 'yg', 'd', 'bawah', '12', 'thn', 'yg', 'belum', 'bisa', 'di', 'vaksin', 'yakin', 'guru2', 'yg', 'sdh', 'di', 'vaksin', 'gak', 'menularkan', 'ke', 'anak2', 'yg', 'belum', 'di', 'vaksin', 'tolong', 'di', 'pikirkan', 'baik2', 'jangan', 'mengorbankan', 'anak2', 'yg', 'belum', 'bksa', 'di', 'vaksin', 'yakin', 'anak2', 'pada', 'pake', 'mau', 'mengikuti', 'protokol', 'kesehatan', 'sll', 'mungkin', 'awal2', 'aja', 'berikut', 'nya', 'anak2', 'pada', 'bandel', 'yakin', 'anak2', 'di', 'lapangan', 'sklh', 'gak', 'berkerumun', 'ama', 'tmn2', 'nya', '']",guru2 yg sdh vaksin gak kena covid kbr nya anak2 yg d 12 thn yg vaksin guru2 yg sdh vaksin gak menularkan anak2 yg vaksin tolong pikirkan baik2 mengorbankan anak2 yg bksa vaksin anak2 pake mengikuti protokol kesehatan sll awal2 aja nya anak2 bandel anak2 lapangan sklh gak berkerumun ama tmn2 nya ,guru2 yg sdh vaksin gak kena covid kbr nya anak2 yg d 12 thn yg vaksin guru2 yg sdh vaksin gak tular anak2 yg vaksin tolong pikir baik2 korban anak2 yg bksa vaksin anak2 pake ikut protokol sehat sll awal2 aja nya anak2 bandel anak2 lapang sklh gak kerumun ama tmn2 nya
530,jadi vaksinasi siswa dalam ptm merupakan syarat wajib siswa atau gimana bagaimana dengan siswa yang tidak melaksanakan vaksinasi apakah tetap diizinkan mengikuti ptm atau hanya mereka yang sudah melakukan vaksinasi ,positif,jadi vaksinasi siswa dalam ptm merupakan syarat wajib siswa atau gimana bagaimana dengan siswa yang tidak melaksanakan vaksinasi apakah tetap diizinkan mengikuti ptm atau hanya mereka yang sudah melakukan vaksinasi ,"['jadi', 'vaksinasi', 'siswa', 'dalam', 'ptm', 'merupakan', 'syarat', 'wajib', 'siswa', 'atau', 'gimana', 'bagaimana', 'dengan', 'siswa', 'yang', 'tidak', 'melaksanakan', 'vaksinasi', 'apakah', 'tetap', 'diizinkan', 'mengikuti', 'ptm', 'atau', 'hanya', 'mereka', 'yang', 'sudah', 'melakukan', 'vaksinasi', '']",vaksinasi siswa ptm syarat wajib siswa gimana siswa melaksanakan vaksinasi diizinkan mengikuti ptm vaksinasi ,vaksinasi siswa ptm syarat wajib siswa gimana siswa laksana vaksinasi izin ikut ptm vaksinasi
531,alhamdulillah makasih pak nadiem menteri pendidikan sekolah sudah bisa tatap mukaa panjang umur nggeh pakk ,positif,alhamdulillah makasih pak nadiem menteri pendidikan sekolah sudah bisa tatap mukaa panjang umur nggeh pakk ,"['alhamdulillah', 'makasih', 'pak', 'nadiem', 'menteri', 'pendidikan', 'sekolah', 'sudah', 'bisa', 'tatap', 'mukaa', 'panjang', 'umur', 'nggeh', 'pakk', '']",alhamdulillah makasih nadiem menteri pendidikan sekolah tatap mukaa umur nggeh pakk ,alhamdulillah makasih nadiem menteri didik sekolah tatap mukaa umur nggeh pakk
532,please bgt pak sekolah tatap muka secepatnya jujur saya stress bgt gtu gabisa apa apa ga ngerti pelajaran dan spp sekolah terus berjalan gaada diskon kasian org tua saya berasa rugi banget stress juga di rumah terus satu satunya kebahagiaan cuma di sekolah pak awal libur corona saya kelas 10 skrg saya sudah kelas 12 sedih banget sekolah baru 8 bulan,positif,please bgt pak sekolah tatap muka secepatnya jujur saya stress bgt gtu gabisa apa apa ga ngerti pelajaran dan spp sekolah terus berjalan gaada diskon kasian org tua saya berasa rugi banget stress juga di rumah terus satu satunya kebahagiaan cuma di sekolah pak awal libur corona saya kelas 10 skrg saya sudah kelas 12 sedih banget sekolah baru 8 bulan,"['please', 'bgt', 'pak', 'sekolah', 'tatap', 'muka', 'secepatnya', 'jujur', 'saya', 'stress', 'bgt', 'gtu', 'gabisa', 'apa', 'apa', 'ga', 'ngerti', 'pelajaran', 'dan', 'spp', 'sekolah', 'terus', 'berjalan', 'gaada', 'diskon', 'kasian', 'org', 'tua', 'saya', 'berasa', 'rugi', 'banget', 'stress', 'juga', 'di', 'rumah', 'terus', 'satu', 'satunya', 'kebahagiaan', 'cuma', 'di', 'sekolah', 'pak', 'awal', 'libur', 'corona', 'saya', 'kelas', '10', 'skrg', 'saya', 'sudah', 'kelas', '12', 'sedih', 'banget', 'sekolah', 'baru', '8', 'bulan']",please bgt sekolah tatap muka secepatnya jujur stress bgt gtu gabisa ga ngerti pelajaran spp sekolah berjalan gaada diskon kasian org tua berasa rugi banget stress rumah satunya kebahagiaan sekolah libur corona kelas 10 skrg kelas 12 sedih banget sekolah 8,please bgt sekolah tatap muka cepat jujur stress bgt gtu gabisa ga ngerti ajar spp sekolah jalan gaada diskon kasi org tua asa rugi banget stress rumah satu bahagia sekolah libur corona kelas 10 skrg kelas 12 sedih banget sekolah 8
